#cameras 410
#name,x,y,z,heading,pitch,roll
frame000001.png,-26.08548279408208,-28.4782828739371,3.625621439153449,-11.22571133438467,87.3631697640317,-75.47961408566469
frame000002.png,-26.13189624738991,-28.42973210569281,3.571696563668955,-10.89218822447323,87.10455978576897,-75.78724481078353
frame000003.png,-26.20916054850722,-28.43150678885816,3.525147420674661,-9.580365803617052,86.74701357404986,-75.61357182904327
frame000004.png,-26.22001374136715,-28.19713840003037,3.492710800479558,-8.485865465663254,86.52332464908515,-75.1515151161297
frame000005.png,-26.0485572330744,-27.64821733903078,3.48017975711148,-5.200526853828047,86.34975606645278,-72.41223914183735
frame000006.png,-26.1988716869316,-27.0245353989199,3.486619927279531,-6.513566293928959,86.28240683338076,-74.24925006995372
frame000007.png,-26.08816926089911,-26.42170125768365,3.477870199849137,-3.219401885902165,86.44305219622466,-71.45822821546649
frame000008.png,-26.0645625010735,-25.69577622601559,3.42935339434348,-3.760103084894459,86.46552306886626,-72.48391955759281
frame000009.png,-26.01598134629115,-25.01936908253969,3.402559565991117,-1.688431935447487,86.63570862701611,-70.92209371610461
frame000010.png,-25.96063781054666,-24.29592595533098,3.416909391671576,-1.087558869449351,86.72334364162239,-70.80295654408928
frame000011.png,-25.83150256153431,-23.6285964875215,3.408392442315783,1.410165947858503,86.98909254159373,-69.11538106334834
frame000012.png,-25.59649051461267,-22.98208589171121,3.408639354057027,2.682042999554424,87.15689558111796,-68.13396341573757
frame000013.png,-25.49481093730283,-22.24989145050082,3.396510855349369,4.286270183956772,87.44534490648016,-67.01559336539216
frame000014.png,-25.28919649914433,-21.58896209407118,3.427459067647142,7.058381161885829,87.72363210505354,-64.26692260662266
frame000015.png,-25.20877711031702,-20.89475516994229,3.418465457941678,8.046126042189675,87.94742977985862,-63.4397252103511
frame000016.png,-24.98344484851916,-20.1782522804533,3.403190529007629,12.61776906398193,88.14941886828024,-58.58323279202546
frame000017.png,-24.89376921365558,-19.42506034466398,3.389578743386091,14.11999358984826,88.40200448574949,-57.08598533863304
frame000018.png,-24.78067274413955,-18.64475366235505,3.377153857143307,20.81093377254961,88.66308526522744,-50.05127518043468
frame000019.png,-24.75985249832043,-17.94388860758177,3.382550951804137,24.87114895546248,88.8902613155314,-45.69512418185347
frame000020.png,-24.7051535442071,-17.26323280489273,3.364272750296667,36.21028442150295,89.06364280104719,-34.52828532421932
frame000021.png,-24.58114551155356,-16.64088660467376,3.271068245373046,46.91134496819758,89.21814494153826,-23.63700846500801
frame000022.png,-24.51485718911373,-16.20327849004452,2.980575852014475,64.63466102017566,89.29187545923808,-5.312732437316638
frame000023.png,-24.32683798262856,-15.95669499208192,2.960424906843318,81.10893656758864,89.26983593562828,11.4514078027921
frame000024.png,-24.27602693193208,-15.81508873857985,2.926573715580568,96.73985687492073,89.3041969988749,27.65161422413682
frame000025.png,-24.26900815177799,-15.53693668858191,2.923054636112952,100.4301249952507,89.30716715186114,31.83263465761501
frame000026.png,-24.25581977482506,-15.096666377624,2.951193793484878,106.1384335513298,89.24612705751252,37.15767301136323
frame000027.png,-24.18098300191991,-14.5973246651671,2.943633689672752,110.1487000674282,89.19407565300811,41.76087473286353
frame000028.png,-24.1280783203249,-14.11576195681519,2.981536703293373,115.5993367544724,89.17509541955208,47.11965821844707
frame000029.png,-23.99858524968543,-13.76155486718681,2.977110033476364,120.2730236602923,89.07371146391351,52.14520648619438
frame000030.png,-23.94290652361509,-13.54923766014525,2.974343864082445,124.5840851921593,89.05412710359496,57.85058102990552
frame000031.png,-23.95841038913676,-13.04058715727708,2.980342637729887,117.7727055691155,89.19469706331789,52.14083915480957
frame000032.png,-23.81047729312102,-12.53123347878327,2.998306550618906,116.9437973156231,89.1140475859726,52.93900811589501
